Date,Value (P),
7/18/13 0:00,265819.94,
7/19/13 0:00,266266.11,
7/22/13 0:00,266939.2,
7/23/13 0:00,266821.17,
7/24/13 0:00,265806.84,
7/25/13 0:00,266505.74,
7/26/13 0:00,266592.88,
7/29/13 0:00,265487.7,
7/30/13 0:00,265312.75,
7/31/13 0:00,265357.94,
8/1/13 0:00,268663.59,
8/2/13 0:00,269266.96,
8/5/13 0:00,268852.85,
8/6/13 0:00,267436.935,
8/7/13 0:00,266308.83,
8/8/13 0:00,267557.05,
8/9/13 0:00,267293.92,
8/12/13 0:00,267048.98,
8/13/13 0:00,268142.9,
8/14/13 0:00,266968.39,
8/15/13 0:00,263530.76,
8/16/13 0:00,262786.6,
8/19/13 0:00,260969.11,
8/20/13 0:00,261774.52,
8/21/13 0:00,259779.25,
8/22/13 0:00,262272.81,
8/23/13 0:00,263476.21,
8/26/13 0:00,262340.02,
8/27/13 0:00,258023.52,
8/28/13 0:00,258600.53,
8/29/13 0:00,258947.75,
8/30/13 0:00,257973.64,
9/2/13 0:00,257973.64,
9/3/13 0:00,259675.51,
9/4/13 0:00,261833.29,
9/5/13 0:00,262246.13,
9/6/13 0:00,262829.39,
9/9/13 0:00,265864.19,
9/10/13 0:00,267853.17,
9/11/13 0:00,268706.93,
9/12/13 0:00,267900.75,
9/13/13 0:00,268449.92,
9/16/13 0:00,270382.46,
9/17/13 0:00,271357.94,
9/18/13 0:00,275536.1,
9/19/13 0:00,274858.54,
9/20/13 0:00,272548.89,
9/23/13 0:00,271775.89,
9/24/13 0:00,270108.62,
9/25/13 0:00,269438.3,
9/26/13 0:00,270248.53,
9/27/13 0:00,269147,
9/30/13 0:00,267478.76,
10/1/13 0:00,269635.54,
10/2/13 0:00,269427.47,
10/3/13 0:00,267239.59,
10/4/13 0:00,269041.19,
10/7/13 0:00,266794.43,
10/8/13 0:00,264004.75,
10/9/13 0:00,264299.17,
10/10/13 0:00,269915.46,
10/11/13 0:00,271508.79,
10/14/13 0:00,272700.9,
10/15/13 0:00,270620.78,
10/16/13 0:00,274135.01,
10/17/13 0:00,276038.37,
10/18/13 0:00,277812.42,
10/21/13 0:00,277947.36,
10/22/13 0:00,279609.53,
10/23/13 0:00,278026.41,
10/24/13 0:00,278939.03,
10/25/13 0:00,279902.49,
10/28/13 0:00,280160.59,
10/29/13 0:00,281620.62,
10/30/13 0:00,280413.08,
10/31/13 0:00,279278.59,
11/1/13 0:00,279639.99,
11/4/13 0:00,290464.7,
11/5/13 0:00,289220.47,
11/6/13 0:00,290747.05,
11/7/13 0:00,286937.59,
11/8/13 0:00,290093.9,
11/11/13 0:00,290117.49,
11/12/13 0:00,289387.66,
11/13/13 0:00,291300.78,
11/14/13 0:00,293117.22,
11/15/13 0:00,294893.65,
11/18/13 0:00,294350.62,
11/19/13 0:00,293546.59,
11/20/13 0:00,292223.53,
11/21/13 0:00,294270.91,
11/22/13 0:00,295673.19,
11/25/13 0:00,295189.19,
11/26/13 0:00,295158.34,
11/27/13 0:00,295929.91,
11/28/13 0:00,295929.91,
11/29/13 0:00,295859.66,
12/2/13 0:00,294752.49,
12/3/13 0:00,293478.04,
12/4/13 0:00,292899.6,
12/5/13 0:00,291666.67,
12/6/13 0:00,294978.4,
12/9/13 0:00,295427.88,
12/10/13 0:00,294621.11,
12/11/13 0:00,291091.15,
12/12/13 0:00,289966.4,
12/13/13 0:00,289977.1,
12/16/13 0:00,291683.9,
12/17/13 0:00,290586.72,
12/18/13 0:00,294683.05,
12/19/13 0:00,294359.88,
12/20/13 0:00,295713.44,
12/23/13 0:00,296376.55,
12/24/13 0:00,297254.22,
12/25/13 0:00,297254.22,
12/26/13 0:00,298535.88,
12/27/13 0:00,298960.29,
12/30/13 0:00,299099.65,
12/31/13 0:00,300318.5,
1/1/14 0:00,300318.5,
1/2/14 0:00,296959.17,
1/3/14 0:00,296769.85,
1/6/14 0:00,295886.71,
1/7/14 0:00,297524.675,
1/8/14 0:00,297657.37,
1/9/14 0:00,297488.77,
1/10/14 0:00,298759.02,
1/13/14 0:00,295172.88,
1/14/14 0:00,297935.95,
1/15/14 0:00,299478.06,
1/16/14 0:00,298982.13,
1/17/14 0:00,297832.27,
1/20/14 0:00,297832.27,
1/21/14 0:00,298584.75,
1/22/14 0:00,298949.57,
1/23/14 0:00,296188.31,
1/24/14 0:00,289542.12,
1/27/14 0:00,288078.72,
1/28/14 0:00,290137.35,
1/29/14 0:00,287151.56,
1/30/14 0:00,290036.84,
1/31/14 0:00,287680.69,
2/3/14 0:00,281450.18,
2/4/14 0:00,283691.61,
2/5/14 0:00,283258.16,
2/6/14 0:00,287426.11,
2/7/14 0:00,291039.04,
2/10/14 0:00,290953.65,
2/11/14 0:00,294731.38,
2/12/14 0:00,294923.5,
2/13/14 0:00,296322.39,
2/14/14 0:00,297874.28,
2/17/14 0:00,297874.28,
2/18/14 0:00,298594.34,
2/19/14 0:00,296698.97,
2/20/14 0:00,298167.97,
2/21/14 0:00,298233.41,
2/24/14 0:00,299669.71,
2/25/14 0:00,299326.32,
2/26/14 0:00,299156.7,
2/27/14 0:00,300878.33,
2/28/14 0:00,301357.55,
3/3/14 0:00,298550.2,
3/4/14 0:00,303140.16,
3/5/14 0:00,302906.27,
3/6/14 0:00,304376.36,
3/7/14 0:00,303911.64,
3/10/14 0:00,303359.67,
3/11/14 0:00,301698.51,
3/12/14 0:00,301508.78,
3/13/14 0:00,297791.95,
3/14/14 0:00,297078.72,
3/17/14 0:00,299932.84,
3/18/14 0:00,302123.57,
3/19/14 0:00,300036.01,
3/20/14 0:00,301296.06,
3/21/14 0:00,300572.03,
3/24/14 0:00,299757,
3/25/14 0:00,300563.86,
3/26/14 0:00,298857.73,
3/27/14 0:00,298982.94,
3/28/14 0:00,300545.71,
3/31/14 0:00,302881.48,
4/1/14 0:00,304818.95,
4/2/14 0:00,305750.23,
4/3/14 0:00,305347.56,
4/4/14 0:00,302290.78,
4/7/14 0:00,299564.8,
4/8/14 0:00,300768.91,
4/9/14 0:00,304069.62,
4/10/14 0:00,297999.47,
4/11/14 0:00,295657.41,
4/14/14 0:00,297673.31,
4/15/14 0:00,298914.43,
4/16/14 0:00,302039.31,
4/17/14 0:00,302818.06,
4/18/14 0:00,302818.06,
4/21/14 0:00,303649.09,
4/22/14 0:00,304839.31,
4/23/14 0:00,304106.88,
4/24/14 0:00,304573.69,
4/25/14 0:00,302159.03,
4/28/14 0:00,303127.44,
4/29/14 0:00,304493.05,
4/30/14 0:00,305489,
5/1/14 0:00,305393.4,
5/2/14 0:00,305256.54,
5/5/14 0:00,305580.05,
5/6/14 0:00,303492.12,
5/7/14 0:00,304888.43,
5/8/14 0:00,304666.09,
5/9/14 0:00,305049.57,
5/12/14 0:00,307736.19,
5/13/14 0:00,308177.91,
5/14/14 0:00,307081.04,
5/15/14 0:00,304642.89,
5/16/14 0:00,305796.26,
5/19/14 0:00,306453.94,
5/20/14 0:00,304390.48,
5/21/14 0:00,306918.98,
5/22/14 0:00,307757.9,
5/23/14 0:00,308952.53,
5/26/14 0:00,308952.53,
5/27/14 0:00,310672.86,
5/28/14 0:00,310363.52,
5/29/14 0:00,311973.58,
5/30/14 0:00,312162.21,
6/2/14 0:00,312563.91,
6/3/14 0:00,312403.2,
6/4/14 0:00,312697.65,
6/5/14 0:00,314793.29,
6/6/14 0:00,316456.63,
6/9/14 0:00,316910.65,
6/10/14 0:00,316789.63,
6/11/14 0:00,315726.82,
6/12/14 0:00,313881.24,
6/13/14 0:00,314778.44,
6/16/14 0:00,314978.87,
6/17/14 0:00,315417.58,
6/18/14 0:00,318004.87,
6/19/14 0:00,318388.96,
6/20/14 0:00,318657.12,
6/23/14 0:00,318556.74,
6/24/14 0:00,315584.41,
6/25/14 0:00,315565.69,
6/26/14 0:00,315543.94,
6/27/14 0:00,316361.41,
6/30/14 0:00,316013.74,
7/1/14 0:00,318155.67,
7/2/14 0:00,318586.26,
7/3/14 0:00,320130.4,
7/4/14 0:00,320130.4,
7/7/14 0:00,318971.54,
7/8/14 0:00,316804.27,
7/9/14 0:00,318260.63,
7/10/14 0:00,316458.16,
7/11/14 0:00,317029.26,
7/14/14 0:00,318776.6,
7/15/14 0:00,318180.61,
7/16/14 0:00,319542.41,
7/17/14 0:00,315796.14,
7/18/14 0:00,318921.5,
7/21/14 0:00,318302.32,
7/22/14 0:00,319981.4,
7/23/14 0:00,320648.32,
7/24/14 0:00,320629.29,
7/25/14 0:00,319375.24,
7/28/14 0:00,319697.63,
7/29/14 0:00,318309.95,
7/30/14 0:00,318276.04,
7/31/14 0:00,312147.68,
8/1/14 0:00,335154.98,
8/4/14 0:00,337316.82,
8/5/14 0:00,333807.86,
8/6/14 0:00,333837.2,
8/7/14 0:00,331916.49,
8/8/14 0:00,335336.77,
8/11/14 0:00,336617.15,
8/12/14 0:00,336198.27,
8/13/14 0:00,338399.08,
8/14/14 0:00,339786.38,
8/15/14 0:00,339840.78,
8/18/14 0:00,342471.21,
8/19/14 0:00,344248.68,
8/20/14 0:00,344832.39,
8/21/14 0:00,345642.68,
8/22/14 0:00,344924.73,
8/25/14 0:00,346826.01,
8/26/14 0:00,347156.46,
8/27/14 0:00,347274.49,
8/28/14 0:00,346638.23,
8/29/14 0:00,347397.65,
9/1/14 0:00,347397.65,
9/2/14 0:00,347404.69,
9/3/14 0:00,348030.9,
9/4/14 0:00,347202.9,
9/5/14 0:00,348614,
9/8/14 0:00,347181.28,
9/9/14 0:00,345063.16,
9/10/14 0:00,346207.95,
9/11/14 0:00,346074.63,
9/12/14 0:00,344133.17,
9/15/14 0:00,343606.1,
9/16/14 0:00,346135.43,
9/17/14 0:00,345927.67,
9/18/14 0:00,347703.03,
9/19/14 0:00,347160.43,
9/22/14 0:00,344398.51,
9/23/14 0:00,342483.26,
9/24/14 0:00,343819.19,
9/25/14 0:00,338130.05,
9/26/14 0:00,340818.91,
9/29/14 0:00,339303.33,
9/30/14 0:00,338385.05,
10/1/14 0:00,333950.02,
10/2/14 0:00,333587.93,
10/3/14 0:00,336745.47,
10/6/14 0:00,336974.13,
10/7/14 0:00,332071.54,
10/8/14 0:00,337594.94,
10/9/14 0:00,330694.17,
10/10/14 0:00,326606.82,
10/13/14 0:00,322304.71,
10/14/14 0:00,323101.33,
10/15/14 0:00,320581.69,
10/16/14 0:00,320059.82,
10/17/14 0:00,324247.62,
10/20/14 0:00,326971.64,
10/21/14 0:00,332561.16,
10/22/14 0:00,330222.5,
10/23/14 0:00,333823.57,
10/24/14 0:00,336146.2,
10/27/14 0:00,335259.3,
10/28/14 0:00,339458.86,
10/29/14 0:00,338810.94,
10/30/14 0:00,341261.29,
10/31/14 0:00,345277.84,
11/3/14 0:00,344916.08,
11/4/14 0:00,343828.95,
11/5/14 0:00,345410.82,
11/6/14 0:00,346064.64,
11/7/14 0:00,346577.95,
11/10/14 0:00,347546.01,
11/11/14 0:00,348116.59,
11/12/14 0:00,347497.67,
11/13/14 0:00,347776.43,
11/14/14 0:00,348176.35,
11/17/14 0:00,347781.21,
11/18/14 0:00,350125.39,
11/19/14 0:00,349482.2,
11/20/14 0:00,349725.36,
11/21/14 0:00,352280.59,
11/24/14 0:00,353165.26,
11/25/14 0:00,353003.1,
11/26/14 0:00,354172.32,
11/27/14 0:00,354172.32,
11/28/14 0:00,352803.3,
12/1/14 0:00,350305.51,
12/2/14 0:00,352224.02,
12/3/14 0:00,353364.29,
12/4/14 0:00,352902.57,
12/5/14 0:00,353544.26,
12/8/14 0:00,350764.25,
12/9/14 0:00,350237.94,
12/10/14 0:00,344950.11,
12/11/14 0:00,346257.21,
12/12/14 0:00,340651.13,
12/15/14 0:00,337734.99,
12/16/14 0:00,335744.73,
12/17/14 0:00,341522.44,
12/18/14 0:00,349169.61,
12/19/14 0:00,350434.64,
12/22/14 0:00,352290.12,
12/23/14 0:00,352393.09,
12/24/14 0:00,351203.53,
12/25/14 0:00,351203.53,
12/26/14 0:00,352264.51,
12/29/14 0:00,352549.74,
12/30/14 0:00,350513.17,
12/31/14 0:00,347309.44,
1/1/15 0:00,347309.44,
1/2/15 0:00,346880.43,
1/5/15 0:00,340567.07,
1/6/15 0:00,337435.09,
1/7/15 0:00,341651.57,
1/8/15 0:00,347551.74,
1/9/15 0:00,344815.64,
1/12/15 0:00,342354.45,
1/13/15 0:00,341881.62,
1/14/15 0:00,339982.55,
1/15/15 0:00,337598.14,
1/16/15 0:00,341784.31,
1/19/15 0:00,341784.31,
1/20/15 0:00,342461.99,
1/21/15 0:00,344531.64,
1/22/15 0:00,349075.51,
1/23/15 0:00,347212.99,
1/26/15 0:00,348483.3,
1/27/15 0:00,344575.23,
1/28/15 0:00,340096.69,
1/29/15 0:00,343382.09,
1/30/15 0:00,338780.74,
2/2/15 0:00,343053.69,
2/3/15 0:00,347951.76,
2/4/15 0:00,346533.61,
2/5/15 0:00,350138.32,
2/6/15 0:00,348327.77,
2/9/15 0:00,346860.94,
2/10/15 0:00,350251.52,
2/11/15 0:00,350039.54,
2/12/15 0:00,353689.46,
2/13/15 0:00,355500.32,
2/16/15 0:00,355500.32,
2/17/15 0:00,356103.53,
2/18/15 0:00,356336.02,
2/19/15 0:00,356037.68,
2/20/15 0:00,358278.27,
2/23/15 0:00,357876.25,
2/24/15 0:00,359324.39,
2/25/15 0:00,359103.23,
2/26/15 0:00,358636.14,
2/27/15 0:00,357668.97,
3/2/15 0:00,359590.41,
3/3/15 0:00,357798.33,
3/4/15 0:00,356269.53,
3/5/15 0:00,356538.66,
3/6/15 0:00,351642.85,
3/9/15 0:00,352728.57,
3/10/15 0:00,346846.87,
3/11/15 0:00,346385.96,
3/12/15 0:00,350725.96,
3/13/15 0:00,348439.54,
3/16/15 0:00,353131.71,
3/17/15 0:00,352185.36,
3/18/15 0:00,356873.74,
3/19/15 0:00,354805.34,
3/20/15 0:00,358697.94,
3/23/15 0:00,358517,
3/24/15 0:00,356708.57,
3/25/15 0:00,350719.37,
3/26/15 0:00,349579.4,
3/27/15 0:00,350321.91,
3/30/15 0:00,354233.88,
3/31/15 0:00,351032,
4/1/15 0:00,350702.62,
4/2/15 0:00,352149.31,
4/3/15 0:00,352149.31,
4/6/15 0:00,354909.34,
4/7/15 0:00,353959.37,
4/8/15 0:00,355822.5,
4/9/15 0:00,357424.74,
4/10/15 0:00,359040.22,
4/13/15 0:00,357325.97,
4/14/15 0:00,358319.55,
4/15/15 0:00,360080.51,
4/16/15 0:00,360216.78,
4/17/15 0:00,355783.8,
4/20/15 0:00,358559.55,
4/21/15 0:00,358798.85,
4/22/15 0:00,360567.3,
4/23/15 0:00,361552.24,
4/24/15 0:00,362672.83,
4/27/15 0:00,361881.51,
4/28/15 0:00,362772.42,
4/29/15 0:00,360927.63,
4/30/15 0:00,357236.36,
5/1/15 0:00,360911.41,
5/4/15 0:00,361916.75,
5/5/15 0:00,357535.77,
5/6/15 0:00,356129.78,
5/7/15 0:00,357087.66,
5/8/15 0:00,362149.39,
5/11/15 0:00,360045.76,
5/12/15 0:00,359118.71,
5/13/15 0:00,359516.63,
5/14/15 0:00,363439.45,
5/15/15 0:00,363955.88,
5/18/15 0:00,364441.5,
5/19/15 0:00,364195.76,
5/20/15 0:00,363857.42,
5/21/15 0:00,364918.34,
5/22/15 0:00,364120.71,
5/25/15 0:00,364120.71,
5/26/15 0:00,359845.09,
5/27/15 0:00,363029.47,
5/28/15 0:00,362139.85,
5/29/15 0:00,359663.92,
6/1/15 0:00,360087.73,
6/2/15 0:00,360147.13,
6/3/15 0:00,361275.01,
6/4/15 0:00,358093.62,
6/5/15 0:00,356839.41,
6/8/15 0:00,354942.34,
6/9/15 0:00,354467.67,
6/10/15 0:00,359045.27,
6/11/15 0:00,360219.17,
6/12/15 0:00,357639.55,
6/15/15 0:00,355873.94,
6/16/15 0:00,357490.8,
6/17/15 0:00,357910.13,
6/18/15 0:00,361362.43,
6/19/15 0:00,359227.34,
6/22/15 0:00,362396.24,
6/23/15 0:00,362862.14,
6/24/15 0:00,358684.24,
6/25/15 0:00,356727.69,
6/26/15 0:00,356514.26,
6/29/15 0:00,348577.86,
6/30/15 0:00,349447.73,
7/1/15 0:00,351959.66,
7/2/15 0:00,351763.26,
7/3/15 0:00,351763.26,
7/6/15 0:00,349522.9,
7/7/15 0:00,350941.65,
7/8/15 0:00,344277.46,
7/9/15 0:00,345862.41,
7/10/15 0:00,351280.32,
7/13/15 0:00,354772.42,
7/14/15 0:00,356290.75,
7/15/15 0:00,355783.62,
7/16/15 0:00,358639.49,
7/17/15 0:00,358850.57,
7/20/15 0:00,358957.39,
7/21/15 0:00,357733.99,
7/22/15 0:00,356559.29,
7/23/15 0:00,354685.56,
7/24/15 0:00,350909.53,
7/27/15 0:00,348416.27,
7/28/15 0:00,352633.32,
7/29/15 0:00,354925.32,
7/30/15 0:00,354764.72,
7/31/15 0:00,354643.94,
8/3/15 0:00,353303.53,
8/4/15 0:00,352780.41,
8/5/15 0:00,354158.11,
8/6/15 0:00,351462.55,
8/7/15 0:00,350660.3,
8/10/15 0:00,355272.56,
8/11/15 0:00,351340.88,
8/12/15 0:00,351029.46,
8/13/15 0:00,350711.07,
8/14/15 0:00,351811.68,
8/17/15 0:00,353249.21,
8/18/15 0:00,351928.42,
8/19/15 0:00,348962.48,
8/20/15 0:00,341418.17,
8/21/15 0:00,331203.19,
8/24/15 0:00,317486.19,
8/25/15 0:00,315214.82,
8/26/15 0:00,326835.27,
8/27/15 0:00,334732.56,
8/28/15 0:00,334400.96,
8/31/15 0:00,331412.09,
9/1/15 0:00,321133.52,
9/2/15 0:00,327163.76,
9/3/15 0:00,327554.11,
9/4/15 0:00,321915.77,
9/7/15 0:00,321915.77,
9/8/15 0:00,330580.55,
9/9/15 0:00,326606.94,
9/10/15 0:00,328328.87,
9/11/15 0:00,329639.23,
9/14/15 0:00,328338.02,
9/15/15 0:00,332100.85,
9/16/15 0:00,335532.08,
9/17/15 0:00,334827.73,
9/18/15 0:00,328789.27,
9/21/15 0:00,330241.77,
9/22/15 0:00,325530.56,
9/23/15 0:00,324547.77,
9/24/15 0:00,323551.16,
9/25/15 0:00,322193.9,
9/28/15 0:00,314348.19,
9/29/15 0:00,314357,
9/30/15 0:00,320542.59,
10/1/15 0:00,321416.95,
10/2/15 0:00,326336.8,
10/5/15 0:00,332429.59,
10/6/15 0:00,331463.54,
10/7/15 0:00,334729.93,
10/8/15 0:00,337744.39,
10/9/15 0:00,338207.94,
10/12/15 0:00,338366.34,
10/13/15 0:00,335759.14,
10/14/15 0:00,334528.79,
10/15/15 0:00,339867.79,
10/16/15 0:00,341084.92,
10/19/15 0:00,341003.09,
10/20/15 0:00,340432.55,
10/21/15 0:00,338490.52,
10/22/15 0:00,344084.65,
10/23/15 0:00,347839.07,
10/26/15 0:00,346878.61,
10/27/15 0:00,345805.57,
10/28/15 0:00,349192.75,
10/29/15 0:00,348499.58,
10/30/15 0:00,347137.22,
11/2/15 0:00,351223.5,
11/3/15 0:00,352204.53,
11/4/15 0:00,351100.97,
11/5/15 0:00,350739.06,
11/6/15 0:00,350220.19,
11/9/15 0:00,346545.31,
11/10/15 0:00,347252.57,
11/11/15 0:00,346362.91,
11/12/15 0:00,341812.11,
11/13/15 0:00,337919.74,
11/16/15 0:00,342948.73,
11/17/15 0:00,342704.48,
11/18/15 0:00,347871.47,
11/19/15 0:00,348026.25,
11/20/15 0:00,349379.64,
11/23/15 0:00,348490.59,
11/24/15 0:00,349169.39,
11/25/15 0:00,348969.03,
11/26/15 0:00,348969.03,
11/27/15 0:00,348874.33,
11/30/15 0:00,347676.25,
12/1/15 0:00,351176.28,
12/2/15 0:00,347568.93,
12/3/15 0:00,343306.99,
12/4/15 0:00,349181.86,
12/7/15 0:00,346901.98,
12/8/15 0:00,344191.84,
12/9/15 0:00,341691.1,
12/10/15 0:00,342321.5,
12/11/15 0:00,335533.34,
12/14/15 0:00,337355.99,
12/15/15 0:00,340571.1,
12/16/15 0:00,345772.87,
12/17/15 0:00,340797.46,
12/18/15 0:00,334841.5,
12/21/15 0:00,337204.21,
12/22/15 0:00,340199.42,
12/23/15 0:00,344588.59,
12/24/15 0:00,342226.738,
12/25/15 0:00,342226.738,
12/28/15 0:00,341336.3,
12/29/15 0:00,344820.97,
12/30/15 0:00,342243.26,
12/31/15 0:00,338790.67,
1/1/16 0:00,338790.67,
1/4/16 0:00,333640.4,
1/5/16 0:00,334189.88,
1/6/16 0:00,329523.85,
1/7/16 0:00,321594.08,
1/8/16 0:00,317993.36,
1/11/16 0:00,318350.95,
1/12/16 0:00,320661.06,
1/13/16 0:00,313259.49,
1/14/16 0:00,318082.29,
1/15/16 0:00,310581.26,
1/18/16 0:00,310581.26,
1/19/16 0:00,311366.84,
1/20/16 0:00,307225.17,
1/21/16 0:00,308645.01,
1/22/16 0:00,315501.17,
1/25/16 0:00,310788.48,
1/26/16 0:00,315115.69,
1/27/16 0:00,311940.32,
1/28/16 0:00,313529.09,
1/29/16 0:00,320974.1,
2/1/16 0:00,320715.53,
2/2/16 0:00,314581.53,
2/3/16 0:00,316589.97,
2/4/16 0:00,317374.78,
2/5/16 0:00,311730.17,
2/8/16 0:00,307183.43,
2/9/16 0:00,306548.55,
2/10/16 0:00,306479.96,
2/11/16 0:00,302783.12,
2/12/16 0:00,308449.08,
2/15/16 0:00,308449.08,
2/16/16 0:00,313931.01,
2/17/16 0:00,319159.52,
2/18/16 0:00,317961.8,
2/19/16 0:00,317688.87,
2/22/16 0:00,322356.82,
2/23/16 0:00,318148.57,
2/24/16 0:00,319192.46,
2/25/16 0:00,322825.3,
2/26/16 0:00,322079.08,
2/29/16 0:00,319640.99,
3/1/16 0:00,327665.23,
3/2/16 0:00,329403.39,
3/3/16 0:00,331042.13,
3/4/16 0:00,332761.07,
3/7/16 0:00,332951.02,
3/8/16 0:00,329094.49,
3/9/16 0:00,330844.73,
3/10/16 0:00,330906.02,
3/11/16 0:00,336892.18,
3/14/16 0:00,336361.68,
3/15/16 0:00,335246.72,
3/16/16 0:00,337697.29,
3/17/16 0:00,340221.27,
3/18/16 0:00,341050.82,
3/21/16 0:00,341646.77,
3/22/16 0:00,341401.94,
3/23/16 0:00,337258.62,
3/24/16 0:00,336787.96,
3/25/16 0:00,336787.96,
3/28/16 0:00,337298.33,
3/29/16 0:00,340446.29,
3/30/16 0:00,342262.4,
3/31/16 0:00,341135.24,
4/1/16 0:00,342488.52,
4/4/16 0:00,341202.1,
4/5/16 0:00,337300.35,
4/6/16 0:00,341178.68,
4/7/16 0:00,336913.82,
4/8/16 0:00,338785.02,
4/11/16 0:00,338181.12,
4/12/16 0:00,341926.06,
4/13/16 0:00,345843.42,
4/14/16 0:00,345923.28,
4/15/16 0:00,345409.24,
4/18/16 0:00,347837.04,
4/19/16 0:00,349738.32,
4/20/16 0:00,349873.27,
4/21/16 0:00,348078.79,
4/22/16 0:00,347954.06,
4/25/16 0:00,347097,
4/26/16 0:00,347870.73,
4/27/16 0:00,348400,
4/28/16 0:00,345252.44,
4/29/16 0:00,343359.87,
5/2/16 0:00,346060.65,
5/3/16 0:00,342329.94,
5/4/16 0:00,340146.01,
5/5/16 0:00,340010.68,
5/6/16 0:00,341212.65,
5/9/16 0:00,341128.03,
5/10/16 0:00,345520.92,
5/11/16 0:00,342579.04,
5/12/16 0:00,342517.66,
5/13/16 0:00,339130.6,
5/16/16 0:00,342718.52,
5/17/16 0:00,339774.45,
5/18/16 0:00,339640.32,
5/19/16 0:00,338238.38,
5/20/16 0:00,340403.41,
5/23/16 0:00,339695.53,
5/24/16 0:00,344170.3,
5/25/16 0:00,346571.08,
5/26/16 0:00,346855.82,
5/27/16 0:00,347995.43,
5/30/16 0:00,347995.43,
5/31/16 0:00,347558.36,
6/1/16 0:00,348020.17,
6/2/16 0:00,349056.97,
6/3/16 0:00,348577.64,
6/6/16 0:00,350650.66,
6/7/16 0:00,351484,
6/8/16 0:00,352705.88,
6/9/16 0:00,351550.72,
6/10/16 0:00,347317.41,
6/13/16 0:00,344214.62,
6/14/16 0:00,343131.31,
6/15/16 0:00,342993.59,
6/16/16 0:00,344007.58,
6/17/16 0:00,343193.49,
6/20/16 0:00,346326.02,
6/21/16 0:00,346046.28,
6/22/16 0:00,344702.49,
6/23/16 0:00,349947.67,
6/24/16 0:00,335600.9,
6/27/16 0:00,329425.66,
6/28/16 0:00,335875.76,
6/29/16 0:00,341637.04,
6/30/16 0:00,346268.83,
7/1/16 0:00,371235.42,
7/4/16 0:00,371235.42,
7/5/16 0:00,368323.19,
7/6/16 0:00,370068.64,
7/7/16 0:00,369467.2,
7/8/16 0:00,374795.99,
7/11/16 0:00,376648.36,
7/12/16 0:00,379462.2,
7/13/16 0:00,379409.08,
7/14/16 0:00,381587.64,
7/15/16 0:00,380946.12,
7/18/16 0:00,382011.22,
7/19/16 0:00,381130.89,
7/20/16 0:00,382863.49,
7/21/16 0:00,381593.92,
7/22/16 0:00,383053.58,
7/25/16 0:00,382064.3,
7/26/16 0:00,382492.29,
7/27/16 0:00,382341.87,
7/28/16 0:00,382667.1,
7/29/16 0:00,383620.68,
8/1/16 0:00,383043.99,
8/2/16 0:00,380915.62,
8/3/16 0:00,381783.16,
8/4/16 0:00,382403.99,
8/5/16 0:00,385128.9,
8/8/16 0:00,385222.33,
8/9/16 0:00,385968.32,
8/10/16 0:00,385309.04,
8/11/16 0:00,387248.06,
8/12/16 0:00,386794.76,
8/15/16 0:00,388103.34,
8/16/16 0:00,386391.54,
8/17/16 0:00,386852.12,
8/18/16 0:00,387861.09,
8/19/16 0:00,387025.08,
8/22/16 0:00,386739.27,
8/23/16 0:00,387437.76,
8/24/16 0:00,385968.41,
8/25/16 0:00,385415.72,
8/26/16 0:00,384531.39,
8/29/16 0:00,386254.83,
8/30/16 0:00,385720.27,
8/31/16 0:00,384581.49,
9/1/16 0:00,384975.23,
9/2/16 0:00,386964.61,
9/5/16 0:00,386964.61,
9/6/16 0:00,388772.71,
9/7/16 0:00,388701.51,
9/8/16 0:00,387799.49,
9/9/16 0:00,379114.08,
9/12/16 0:00,383688.74,
9/13/16 0:00,378157.69,
9/14/16 0:00,378021.01,
9/15/16 0:00,381694.19,
9/16/16 0:00,379825.69,
9/19/16 0:00,380289.6,
9/20/16 0:00,380614.81,
9/21/16 0:00,385133.44,
9/22/16 0:00,387072.9,
9/23/16 0:00,387027.4,
9/26/16 0:00,387013.4,
9/27/16 0:00,387044.9,
9/28/16 0:00,387062.4,
9/29/16 0:00,387041.4,
9/30/16 0:00,386941.77,
10/3/16 0:00,386869.45,
10/4/16 0:00,386543.95,
10/5/16 0:00,386760.33,
10/6/16 0:00,386729.24,
10/7/16 0:00,386556.22,
10/10/16 0:00,387271.54,
10/11/16 0:00,386028.45,
10/12/16 0:00,386746.71,
10/13/16 0:00,386561.26,
10/14/16 0:00,385492.03,
10/17/16 0:00,384622.09,
10/18/16 0:00,386929.45,
10/19/16 0:00,387700.26,
10/20/16 0:00,387120.43,
10/21/16 0:00,387089.64,
10/24/16 0:00,389114.052,
10/25/16 0:00,387422.8705,
10/26/16 0:00,386327.02,
10/27/16 0:00,384683.56,
10/28/16 0:00,383650.24,
10/31/16 0:00,384126.07,
11/1/16 0:00,380980.08,
11/2/16 0:00,378042.23,
11/3/16 0:00,376454.7216,
11/4/16 0:00,376219.98,
11/7/16 0:00,384565.707,
11/8/16 0:00,386304.13,
11/9/16 0:00,390525.01,
11/10/16 0:00,391319.4,
11/11/16 0:00,391550.3525,
11/14/16 0:00,392959.6,
11/15/16 0:00,395944.26,
11/16/16 0:00,395294.076,
11/17/16 0:00,397269.01,
11/18/16 0:00,396479.408,
11/21/16 0:00,399268.52,
11/22/16 0:00,400319.3,
11/23/16 0:00,401006.63,
